,Username,Positive,Negative,Neutral,Overall
0,Sample,Sample,Sample,Sample,Sample
73,@dearpotus46,15.615384615384619,3.267521367521367,81.11709401709403,Neutral
74,@biden4pres,11.2960113960114,6.317663817663818,82.3863247863248,Neutral
75,@mrscowpie,7.216809116809117,8.284615384615384,84.4991452991453,Positive
76,@people4kam,11.894586894586892,6.363817663817662,81.74159544159541,Neutral
77,@jakejsullivan,15.85263157894737,13.057894736842105,71.09473684210528,Positive
78,@evergreenaction,16.057549857549855,4.147293447293446,79.79629629629632,Positive
79,@bidenswins,21.62934472934473,5.843874643874643,72.5273504273505,Positive
80,@zena1clark,3.431339031339031,1.6339031339031331,94.9336182336182,Neutral
81,@whitehouse,11.40940170940171,4.978347578347577,83.61424501424501,Neutral
82,@joebidenprdy2,6.821568627450981,9.357352941176472,83.82254901960786,Negative
83,@designationsix,6.417094017094016,6.96866096866097,86.6145299145299,Negative
84,@antonio,10.164957264957263,5.8686609686609685,83.96752136752137,Positive
85,@trumpmuseveni,13.467272727272727,3.581818181818181,82.95090909090906,Positive
86,@ggirl09r,25.057549857549855,4.762108262108262,70.18034188034184,Neutral
87,@joebiden,12.466666666666665,5.807977207977209,81.72250712250705,Neutral
88,@ericliptonnyt,7.527635327635324,7.292877492877485,85.18005698005706,Negative
89,@cobycovfefe,18.81623931623931,8.177492877492877,73.00598290598295,Negative
90,@americajust,6.493732193732194,5.277777777777778,88.22820512820516,Negative
91,@kurt_themayor,14.527350427350424,9.288319088319088,76.18376068376064,Neutral
92,up,18.084330484330494,1.8433048433048431,80.07122507122509,Positive
93,@potus,14.118518518518515,5.884900284900287,79.99487179487183,Positive
94,@nwinston,10.240170940170938,2.222507122507122,87.5376068376068,Neutral
95,@biden_will,17.05342960288808,10.93465703971119,72.01010830324911,Positive
96,@trumplola,11.423361823361821,6.452991452991456,82.12279202279197,Positive
97,@nabru72118710,15.897150997150991,6.270655270655269,77.83333333333333,Positive
98,@kentjuvenile,7.137321937321939,3.6754985754985743,89.18689458689461,Positive
99,@joebidenprdy,11.04273504273504,11.477777777777778,77.4794871794872,Neutral
100,@biden_nhl,15.252046783625728,6.653801169590644,78.09649122807014,Negative
101,@lzimmerman2019,9.50740740740741,8.684900284900293,81.80712250712246,Negative
102,@potusreply,23.03333333333333,5.5,71.46666666666667,Positive
103,@mikelawrence813,13.425356125356132,8.442735042735041,78.12991452991457,Negative
104,@whcovidresponse,7.397435897435899,1.415384615384615,91.1880341880342,Neutral
